page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
1640,NULL," Virata Corporation 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Semiconductors"," VRTA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10833"," Shira A. ",2001-11-30,1999-11-16,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10833"," Hon. Shira A. Scheindlin",2002-06-17,1999-11-16,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL
1641,NULL," Radware Ltd. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Computer Hardware"," RDWR"," Public (Listed)"," Israel"," NASDAQ"," S.D. New York"," 01-CV-10898"," Shira A. ",2001-12-06,1999-09-29,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10898"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-30,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1642,NULL," MCK Communications, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Communications Equipment"," MCKC"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11230"," Shira A. ",2001-12-06,1999-10-22,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11230"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-22,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1643,NULL," Primus Knowledge Solutions, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Software & Programming"," PKSI"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 01-CV-11201"," Shira A. ",2001-12-06,1999-06-30,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11201"," Hon. Shira A. Scheindlin",2002-04-19,1999-07-01,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1644,NULL," Variagenics, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Healthcare"," Biotechnology & Drugs"," VGNX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10999"," Shira A. ",2001-12-06,2000-07-21,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10999"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-21,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1645,NULL," Pacific Internet, Ltd. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Computer Services"," PCNTF"," Public (Listed)"," Singapore"," NASDAQ"," S.D. New York"," 01-CV-11202"," Shira A. ",2001-12-06,1999-02-05,2001-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11202"," Hon. Shira A. Scheindlin",2002-04-19,1999-02-05,2001-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1646,NULL," Manufacturers Services, Ltd. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Electronic Instruments & Controls"," MSV"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 01-CV-11000"," Shira A. ",2001-12-06,2000-06-22,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11000"," Hon. Shira A. Scheindlin",2002-04-19,2000-06-22,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1647,NULL," SMTC Corporation 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Electronic Instruments & Controls"," SMTX"," Public (Listed)"," Canada"," NASDAQ"," S.D. New York"," 01-CV-10838"," Shira A. ",2001-11-30,2000-07-20,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10838"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-20,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1648,NULL," Inforte Corporation 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Computer Networks"," INFT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10836"," Shira A. ",2001-11-30,2000-02-17,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10836"," Hon. Shira A. Scheindlin",2002-05-10,2000-02-17,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1649,NULL," Be Free, Inc. 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Computer Services"," BFRE"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10827"," Shira A. ",2001-11-30,1999-11-03,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10827"," Hon. Shira A. Scheindlin",2002-04-19,1999-11-03,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1650,NULL," United Pan-Europe Communications N.V. 
								  
",Settled,2001-11-28,2009-10-06,NULL," Services"," Broadcasting & Cable TV"," UPCOY"," Public (Listed)"," Netherlands"," NASDAQ"," S.D. New York"," 01-CV-10744"," Shira A. ",2001-11-28,1999-02-11,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10744"," Hon. Shira A. Scheindlin",2002-04-19,1999-02-11,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1651,NULL," Juniper Networks, Inc. 
								  
",Settled,2001-12-04,2009-10-06,NULL," Technology"," Communications Equipment"," JNPR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10899"," Shira A. ",2001-12-04,1999-06-24,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10899"," Hon. Shira A. Scheindlin",2002-04-19,1999-06-24,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,1,1,NULL,1,1,NULL,NULL
1652,NULL," Martha Stewart Living Omnimedia, Inc. 
								  
",Settled,2001-12-04,2009-10-06,NULL," Services"," Printing & Publishing"," MSO"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 01-CV-10900"," Shira A. ",2001-12-04,1999-10-18,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10900"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-18,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1653,NULL," Asiainfo Holdings, Inc. 
								  
",Settled,2001-12-04,2009-10-06,NULL," Technology"," Computer Networks"," ASIA"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 01-CV-10901"," Shira A. ",2001-12-04,2000-03-02,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10901"," Hon. Shira A. Scheindlin",2002-04-19,2000-03-03,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1654,NULL," PurchasePro.com, Inc. 
								  
",Settled,2001-12-03,2009-10-06,NULL," Technology"," Computer Services"," PPRO"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10867"," Shira A. ",2001-12-03,1999-09-13,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10867"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-13,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,1,1,NULL,1,1,NULL,NULL
1657,NULL," Women.com  Networks, Inc. 
								  
",Settled,2001-12-03,2009-10-06,NULL," Technology"," Communications Equipment"," WOMN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10866"," Shira A. ",2001-12-03,1999-10-14,2000-06-18,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10866"," Hon. Shira A. Scheindlin",2002-04-19,1999-10-14,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1659,NULL," Finisar Corporation 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Communications Equipment"," FNSR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10813"," Shira A. ",2001-11-30,1999-11-17,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10813"," Hon. Shira A. Scheindlin",2002-04-19,1999-11-11,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL,NULL
1660,NULL," CNA Financial Corporation 
								  
",Dismissed,2001-08-27,2005-01-26,NULL," Financial"," Insurance (Prop. & Casualty)"," "," Unknown"," United States"," Undetermined"," W.D. Virginia"," 01-CV-00653"," James C. ",2001-08-27,1997-02-11,2000-02-10,"Clark Bloss & McIver PLLC125 South Elm Street, Suite 600; P.O. Box 1349, Clark Bloss & McIver PLLC, NC 27402-1349336.275.7275  · "," W.D. Virginia"," 01-CV-00653"," Hon. James C. Turk",2001-10-10,1997-02-11,2000-02-10,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1661,NULL," InforMax, Inc. 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Software & Programming"," INMX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10834"," Shira A. ",2001-11-30,2000-10-02,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10834 "," Hon. Shira A. Scheindlin",2002-04-19,2000-10-02,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1662,NULL," OmniVision Technologies, Inc. 
								  
",Settled,2001-11-29,2009-10-06,NULL," Technology"," Semiconductors"," OVTI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10775"," Shira A. ",2001-11-29,2000-07-14,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10775"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-14,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1663,NULL," Sequenom, Inc. 
								  
",Settled,2001-11-30,2009-10-06,NULL," Healthcare"," Biotechnology & Drugs"," SQNM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10831"," Shira A. ",2001-11-30,2000-01-31,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10831"," Hon. Shira A. Scheindlin",2002-04-19,2000-01-31,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1664,NULL," webMethods, Inc. 
								  
",Settled,2001-11-30,2009-10-06,NULL," Technology"," Software & Programming"," WEBM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10830"," Shira A. ",2001-11-30,2000-02-10,2000-12-06,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 01-CV-10830"," Hon. Shira A. Scheindlin",2002-04-19,2000-02-10,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1666,NULL," SonicWALL, Inc. 
								  
",Settled,2001-12-05,2009-10-06,NULL," Technology"," Communications Equipment"," SNWL"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10941"," Shira A. ",2001-12-05,1999-11-10,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10941"," Hon. Shira A. Scheindlin",2002-04-19,1999-11-11,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL,NULL
1667,NULL," ValiCert, Inc. 
								  
",Settled,2001-12-03,2009-10-06,NULL," Technology"," Software & Programming"," VLCT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10889"," Shira A. ",2001-12-03,2000-07-27,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10889"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-27,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1668,NULL," Network Engines, Inc. 
								  
",Settled,2001-12-07,2009-10-06,NULL," Technology"," Computer Hardware"," NENG"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10894"," Shira A. ",2001-12-07,2000-07-13,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10894 "," Hon. Shira A. Scheindlin",2002-04-19,2000-07-13,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1669,NULL," Pac-West Telecomm, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Services"," Communications Services"," PACW"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11217"," Shira A. ",2001-12-06,1999-11-03,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11217"," Hon. Shira A. Scheindlin",2002-04-19,1999-11-03,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1670,NULL," Corning Inc. 
								  
",Dismissed,2001-12-07,2005-05-05,NULL," Technology"," Communications Equipment"," GLW"," Public (Listed)"," United States"," New York SE"," W.D. New York"," 01-CV-6580"," Charles J",2001-12-07,2000-11-02,2001-07-25,"Abraham, Fruchter & Twersky (New York, 42 Street)60 East 42 Street, Abraham, Fruchter & Twersky (New York, 42 Street), NY 10021212.687.6655  · "," W.D. New York"," 01-CV-6580"," Hon. Charles J. Siragusa",2002-10-25,2000-11-02,2001-07-25,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
1671,NULL," Silicon Image, Inc. 
								  
",Settled,2001-12-04,2009-10-06,NULL," Technology"," Semiconductors"," SIMG"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10903"," Shira A. ",2001-12-04,1999-10-05,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10903 "," Hon. Shira A. Scheindlin",2002-04-19,1999-10-05,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1672,NULL," Jazztel P.L.C. 
								  
",Settled,2001-12-05,2009-10-06,NULL," Financial"," Misc. Financial Services"," JAZZ"," Public (Listed)"," Spain"," NASDAQ"," S.D. New York"," 01-CV-10983"," Shira A. ",2001-12-05,1999-12-08,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10983"," Hon. Shira A. Scheindlin",2002-04-19,1999-12-08,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1673,NULL," Maxygen, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Healthcare"," Biotechnology & Drugs"," MAXY"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10990"," Shira A. ",2001-12-06,1999-12-15,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10990"," Hon. Shira A. Scheindlin",2002-04-19,1999-12-15,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1674,NULL," APW, Ltd. 
								  
",Dismissed,2001-12-10,2005-03-24,NULL," Technology"," Electronic Instruments & Controls"," APW"," Public (Listed)"," United States"," New York SE"," E.D. Wisconsin"," 01-CV-1232","strate Jud",2001-12-10,2000-09-26,2001-03-20,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," E.D. Wisconsin"," 01-CV-1232"," Magistrate Judge Patricia J. Gorence",2003-11-18,2000-09-26,2001-03-20,2001,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1676,NULL," deCode Genetics, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Healthcare"," Biotechnology & Drugs"," DCGN"," Public (Listed)"," Iceland"," NASDAQ"," S.D. New York"," 01-CV-11219"," Shira A. ",2001-12-06,2000-07-17,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11219"," Hon. Shira A. Scheindlin",2002-04-19,2000-07-17,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1677,NULL," Carrier1 International S.A. 
								  
",Settled,2001-12-05,2009-10-06,NULL," Services"," Communications Services"," CONE"," Public (Listed)"," Luxembourg"," NASDAQ"," S.D. New York"," 01-CV-10940"," Shira A. ",2001-12-05,2000-02-24,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10940"," Hon. Shira A. Scheindlin",2002-05-10,2000-02-23,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1678,NULL," Extensity, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Software & Programming"," EXTN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11246"," Shira A. ",2001-12-06,2000-01-26,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11246 "," Hon. Shira A. Scheindlin",2002-06-12,2000-01-26,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
