page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
4163,NULL," Medifast, Inc. 
								  
",Dismissed,2011-03-17,2013-03-28,NULL," Healthcare"," Biotechnology & Drugs"," MED"," Public (Listed)"," United States"," New York SE"," D. Maryland"," 11-CV-00720"," Hon. Bens",2011-03-17,2010-03-04,2011-03-10,None," D. Maryland"," 11-CV-00720"," Hon. Benson Everett Legg",2011-09-19,2010-03-04,2011-03-31,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4164,NULL," Vestas Wind Systems 
								  
",Settled,2011-03-18,2014-12-09,NULL," Energy"," Alternative Energy"," VWSYF"," Public (Listed)"," Denmark"," OTC-BB"," D. Oregon"," 11-CV-00678"," Hon. Phil",2011-03-18,2009-10-27,2010-10-25,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," D. Oregon"," 11-CV-00585"," Hon. Philip A. Brimmer",2013-02-19,2009-02-11,2010-11-19,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4165,NULL," Kid Brands, Inc. 
								  
",Dismissed,2011-03-22,2014-01-06,NULL," Consumer Cyclical"," Recreational Products"," KID"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 11-CV-01624"," Hon. Jose",2011-03-22,2010-03-26,2011-03-15,"Cohn, Lifland, Pearlman, Herrmann & KnopfPark 80 Plaza West-One, Cohn, Lifland, Pearlman, Herrmann & Knopf, NJ 7663201845.9600  · info@njlawfirm.com"," D. New Jersey"," 11-CV-01624"," Hon. Jose L. Linares",2011-09-26,2010-03-26,2011-08-16,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4166,NULL," China Integrated Energy, Inc. 
								  
",Settled,2011-03-25,2017-07-21,NULL," Energy"," Oil & Gas Operations"," CBEH"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-02559"," Hon. Marg",2011-03-25,2010-03-31,2011-03-16,"Abraham, Fruchter & Twersky (San Diego)12526 High Bluff Drive, Suite 300, Abraham, Fruchter & Twersky (San Diego), CA 92130858.792.3448 858.792.3448 · "," C.D. California"," 11-CV-02559"," Hon. Margaret M. Morrow",2011-12-20,2010-03-31,2011-04-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
4168,NULL," Rosetta Stone, Inc. 
								  
",Dismissed,2011-03-24,2011-09-19,NULL," Technology"," Software & Programming"," RST"," Public (Listed)"," United States"," New York SE"," E.D. Virginia"," 11-CV-00303"," Hon. Anth",2011-03-24,2010-02-25,2011-03-01,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4169,NULL," NIVS Intellimedia Technology Group, Inc.  
								  
",Settled,2011-03-29,2016-07-26,NULL," Consumer Cyclical"," Audio & Video Equipment"," NIV"," Public (Listed)"," China"," New York SE"," S.D. New York"," 11-CV-02647"," Hon. Manu",2011-03-29,2010-03-24,2011-03-25,"Curtis V. Trinko LLP16 West 46th Street 7th Floor, Curtis V. Trinko LLP, NY 10036212.490.9550 212.986.0158 · ctrinko@trinko.com "," S.D. New York"," 11-CV-02484"," Hon. Manuel L. Real",2013-04-15,2010-03-24,2011-03-25,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4170,NULL," Wilshire Bancorp, Inc. 
								  
",Dismissed,2011-03-29,2012-06-22,NULL," Financial"," S&Ls/Savings Banks"," WIBC"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 11-CV-02645"," Hon. Vale",2011-03-29,2010-03-15,2011-03-16,"Cohen Milstein Sellers & Toll PLLC (New York)88 Pine Street, 14th Floor, Cohen Milstein Sellers & Toll PLLC (New York), NY 10022212.838.7797 212.838.7797 · "," C.D. California"," 11-CV-02645"," Hon. Valerie Baker Fairbank",2011-08-30,2009-03-12,2011-05-09,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4171,NULL," Tollgrade Communications Inc. 
								  
",Dismissed,2011-03-28,2011-05-03,NULL," Technology"," Software & Programming"," TLGD"," Public (Listed)"," United States"," NASDAQ"," W.D. Pennsylvania"," 11-CV-00403"," Hon. Arth",2011-03-28,2011-02-22,2011-03-28,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4172,NULL," Urban Outfitters, Inc. 
								  
",Dismissed,2011-03-31,2011-06-17,NULL," Services"," Retail (Apparel)"," URBN"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 11-CV-02292"," Hon. Gene",2011-03-31,2010-11-15,2011-03-07,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4173,NULL," China Century Dragon Media., Inc. 
								  
",Settled,2011-04-01,2016-05-04,NULL," Services"," Advertising"," CDM"," Public (Listed)"," China"," New York SE"," C.D. California"," 11-CV-02769"," Hon.John ",2011-04-01,2011-02-08,2011-03-25,"The Rosen Law Firm, P.A.333 South Grand Avenue, 25th Floor, The Rosen Law Firm, P.A., CA 90071213.785.2610 213.226-4684 · "," C.D. California"," 11-CV-02769"," Hon.John A Kronstadt",2011-08-17,2011-02-07,2011-03-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
4174,NULL," Cisco Systems, Inc. 
								  
",Dismissed,2011-03-31,2013-04-29,NULL," Technology"," Communications Equipment"," CSCO"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 11-CV-01568"," Hon. Saun",2011-03-31,2010-05-12,2011-02-09,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," N.D. California"," 11-CV-01568"," Hon. Saundra Brown Armstrong",2011-12-02,2010-02-03,2011-05-11,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4177,NULL," Gerova Financial Group 
								  
",Settled,2011-03-22,2015-08-04,NULL," Financial"," Insurance (Life)"," GFC"," Public (Listed)"," Bermuda"," New York SE"," S.D. New York"," 11-CV-01385"," Hon. Caro",2011-03-22,2009-12-23,2010-01-20,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. New York"," 11-MD-02275"," Hon. Carol Bagley Amon",2011-10-26,2010-01-08,2011-02-23,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4178,NULL," China Intelligent Lighting and Electronics, Inc.  
								  
",Settled,2011-04-01,2015-09-01,NULL," Technology"," Electronic Instruments & Controls"," CIL"," Public (Listed)"," China"," Amex Emerging Co."," C.D. California"," 11-CV-02768"," Hon. Phil",2011-04-01,2010-06-18,2011-03-29,"Gold Bennett Cera & Sidener LLP595 Market Street, Suite 2300, Gold Bennett Cera & Sidener LLP, CA 94105-2835800.778.1822 415.777.5189 · info@gbcsf.com"," C.D. California"," 11-CV-02768"," Hon. Philip S. Gutierrez",2011-09-06,2010-06-18,2011-03-24,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
4179,NULL," Advanced Battery Technologies, Inc. 
								  
",Settled,2011-04-01,2017-03-20,NULL," Consumer Cyclical"," Appliance & Tool"," ABAT"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-02279"," Hon. Coll",2011-04-01,2009-03-16,2011-03-29,None," S.D. New York"," 11-CV-02279"," Hon. Colleen McMahon",2011-09-29,2007-05-15,2011-03-29,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4180,NULL," American Superconductor Corporation 
								  
",Settled,2011-04-06,2014-05-05,NULL," Technology"," Electronic Instruments & Controls"," AMSC"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 11-CV-10582"," Hon. Nanc",2011-04-06,2010-11-02,2011-04-05,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," D. Massachusetts"," 11-CV-10582"," Hon. Nancy Gertner",2011-08-31,2010-07-29,2011-07-11,2011,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
4182,NULL," China Electric Motor, Inc. 
								  
",Settled,2011-04-01,2016-05-09,NULL," Technology"," Electronic Instruments & Controls"," CELM"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-02794"," Hon. Manu",2011-04-01,2010-01-29,2011-03-30,None," C.D. California"," 11-CV-02794"," Hon. Manuel L. Real",2011-09-02,2010-01-29,2011-03-20,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
4183,NULL," Office Depot, Inc. 
								  
",Dismissed,2011-04-06,2012-07-31,NULL," Services"," Retail (Specialty)"," ODP"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 11-CV-80364"," Hon. Kenn",2011-04-06,2010-07-27,2011-03-31,Error," S.D. Florida"," 11-CV-80364"," Hon. Kenneth L. Ryskamp",2011-09-06,2010-07-27,2011-03-31,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4184,NULL," Artificial Life, Inc. 
								  
",Dismissed,2011-04-15,2011-04-29,NULL," Technology"," Software & Programming"," ALIFE"," Public (Listed)"," United States"," OTC-BB"," C.D. California"," 11-CV-03254"," Hon.Marga",2011-04-15,2010-05-14,2011-04-11,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4185,NULL," Universal Travel Group, Inc. 
								  
",Settled,2011-04-15,2018-01-26,NULL," Services"," Personal Services"," UTA"," Public (Listed)"," China"," New York SE"," D. New Jersey"," 11-CV-02164"," Hon. Kath",2011-04-15,2010-01-19,2011-04-12,"The Rosen Law Firm (South Orange)609 W. South Orange Avenue  Suite 2P , The Rosen Law Firm (South Orange), NJ 07079(973) 313-1887  (973) 833-0399  · "," D. New Jersey"," 11-CV-02164"," Hon. Katharine S. Hayden",2015-11-11,2009-03-12,2011-04-11,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4186,NULL," Puda Coal, Inc. 
								  
",Settled,2011-04-14,2017-05-10,NULL," Energy"," Coal"," PUDA"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-03177"," Hon.Jacqu",2011-04-14,2009-11-13,2011-04-08,"Glancy Binkow & Goldberg LLP (Los Angeles)1801 Ave. of the Stars, Suite 311, Glancy Binkow & Goldberg LLP (Los Angeles), CA 90067310.201.915 310. 201-916 · info@glancylaw.com"," S.D. New York"," 11-CV-02598"," Hon.Jacqueline H. Nguyen",2014-04-21,2009-11-13,2011-04-08,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4187,NULL," Subaye, Inc. 
								  
",Dismissed,2011-04-15,2011-12-01,NULL," Services"," Printing & Publishing"," SBAY"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-02614"," Hon.Naomi",2011-04-15,2009-12-29,2011-04-07,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4189,NULL," 1st Centennial Bancorp 
								  
",Dismissed,2011-04-19,2013-11-06,NULL," Financial"," Money Center Banks"," FCEN"," Public (Listed)"," United States"," OTC-BB"," C.D. California"," 11-CV-00615"," Hon. John",2011-04-19,2006-04-13,2009-01-23,"Murray, Frank & Sailer LLP275 Madison Ave 34th Flr, Murray, Frank & Sailer LLP, NY 10016212.682.1818 212.682.1892 · email@murrayfrank.com"," C.D. California"," 11-CV-00615"," Hon. John A Kronstadt",2012-11-02,2007-03-09,2009-01-23,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4190,NULL," Skypeople Fruit Juice, Inc.  
								  
",Settled,2011-04-20,2014-12-03,NULL," Consumer Non-Cyclical"," Food Processing"," SPU"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-02700"," Hon. P. K",2011-04-20,2010-03-31,2011-04-01,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 11-CV-02700"," Hon. P. Kevin Castel",2011-11-28,2010-03-31,2011-06-01,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4192,NULL," Acxiom Corporation 
								  
",Dismissed,2011-04-26,2011-08-29,NULL," Technology"," Computer Services"," ACXM"," Public (Listed)"," United States"," NASDAQ"," E.D. Arkansas"," 11-CV-00363"," Hon. Bria",2011-04-26,2010-10-27,2011-03-20,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4193,NULL," HQ Sustainable Maritime Industries Inc. 
								  
",Settled,2011-04-28,2013-11-18,NULL," Consumer Non-Cyclical"," Fish/Livestock"," HQS"," Public (Listed)"," China"," American SE"," W.D. Washington"," 11-CV-00726"," Hon. Robe",2011-04-28,2009-05-11,2011-04-01,"Cohen Milstein Sellers & Toll PLLC (Washington DC)1100 New York Avenue, N.W., Suite 500, West Tower, Cohen Milstein Sellers & Toll PLLC (Washington DC), DC 20005202.408.4600 202.408.4600 · "," W.D. Washington"," 11-CV-00726"," Hon. Robert S. Lasnik",2011-11-22,2009-05-12,2011-04-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4194,NULL," ZST Digital Networks, Inc. 
								  
",Settled,2011-04-25,2014-01-06,NULL," Technology"," Communications Equipment"," ZSTN"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-03531"," Hon. Gary",2011-04-25,2009-10-20,2011-04-21,"Glancy Binkow & Goldberg LLP (Los Angeles)1801 Ave. of the Stars, Suite 311, Glancy Binkow & Goldberg LLP (Los Angeles), CA 90067310.201.915 310. 201-916 · info@glancylaw.com"," C.D. California"," 11-CV-03531"," Hon. Gary A. Feess",2011-09-28,2009-10-20,2011-04-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4195,NULL," SRA International, Inc. 
								  
",Dismissed,2011-04-25,2014-06-04,NULL," Technology"," Computer Services"," SRX"," Public (Listed)"," United States"," New York SE"," E.D. Virginia"," 11-CV-00447"," Hon. Liam",2011-04-25,2011-03-31,2011-04-25,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4196,NULL," Epicor Software Corporation 
								  
",Dismissed,2011-04-29,2011-07-22,NULL," Technology"," Software & Programming"," EPIC"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 11-CV-03744"," Hon. R. G",2011-04-29,2011-04-04,2011-04-04,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4198,NULL," Deer Consumer Products, Inc. 
								  
",Settled,2011-04-29,2013-08-09,NULL," Consumer Cyclical"," Appliance & Tool"," DEER"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-03701"," Hon.Dolly",2011-04-29,2009-03-31,2011-03-21,"The Rosen Law Firm, P.A.333 South Grand Avenue, 25th Floor, The Rosen Law Firm, P.A., CA 90071213.785.2610 213.226-4684 · "," C.D. California"," 11-CV-03701"," Hon.Dolly M. Gee",2011-09-06,2009-08-13,2011-03-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4199,NULL," Gulf Resources, Inc. 
								  
",Settled,2011-04-29,2013-12-30,NULL," Basic Materials"," Chemical Manufacturing"," GFRE"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-03722"," Hon. Otis",2011-04-29,2009-03-16,2011-04-26,"Chapin Fitzgerald Sullivan & Bottini LLP550 West C Street, Suite 2000, Chapin Fitzgerald Sullivan & Bottini LLP, CA 92101619-241-4810   · "," C.D. California"," 11-CV-03722"," Hon. Otis D Wright, II",2011-09-12,2009-03-16,2011-04-26,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4202,NULL," Orchid Cellmark Inc. 
								  
",Dismissed,2011-05-02,2011-07-13,NULL," Healthcare"," Healthcare Facilities"," ORCH"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 11-CV-02508"," Hon. Anne",2011-05-02,2011-04-06,2011-05-02,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4203,NULL," Fushi Copperweld, Inc. 
								  
",Settled,2011-05-06,2015-02-23,NULL," Basic Materials"," Misc. Fabricated Products"," FSIN"," Public (Listed)"," China"," NASDAQ"," M.D. Tennessee"," 11-CV-03104"," Hon.Paul ",2011-05-06,2007-08-14,2011-03-29,"Barrett Johnston, LLC217 Second Avenue, North, Barrett Johnston, LLC, TN 37201-1601615/244-2202  · "," M.D. Tennessee"," 11-CV-00595"," Hon.Paul G. Gardephe",2011-12-12,2007-08-14,2011-05-04,2011,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4204,NULL," Sino Clean Energy, Inc. 
								  
",Settled,2011-05-06,2014-01-16,NULL," Basic Materials"," Chemical Manufacturing"," SCEI"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-03936"," Hon.Percy",2011-05-06,2009-04-06,2011-05-05,"Gold Bennett Cera & Sidener LLP595 Market Street, Suite 2300, Gold Bennett Cera & Sidener LLP, CA 94105-2835800.778.1822 415.777.5189 · info@gbcsf.com"," C.D. California"," 11-CV-03936"," Hon.Percy Anderson",2012-03-05,2010-12-21,2011-04-26,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4205,NULL," Community Health Systems, Inc. 
								  
",NULL,2011-05-09,2018-10-05,NULL," Healthcare"," Healthcare Facilities"," CYH"," Public (Listed)"," United States"," New York SE"," M.D. Tennessee"," 11-CV-00433"," Hon. John",2011-05-09,2006-07-27,2011-04-08,"Lowey Dannenberg Cohen & Hart, P.C. (New York)One North Broadway , Lowey Dannenberg Cohen & Hart, P.C. (New York), NY 10601-2310914.997.0500 914.997.0500 · mail@lowey.com"," M.D. Tennessee"," 11-CV-00433"," Hon. John T. Nixon",2015-10-15,2006-07-27,2011-10-26,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
4206,NULL," Spectrum Control, Inc. 
								  
",Dismissed,2011-05-09,2011-11-02,NULL," Technology"," Electronic Instruments & Controls"," SPEC"," Public (Listed)"," United States"," NASDAQ"," W.D. Pennsylvania"," 11-CV-00105"," Hon.Sean ",2011-05-09,2011-05-04,2011-05-09,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4207,NULL," GMX Resources, Inc. 
								  
",Settled,2011-05-12,2016-05-05,NULL," Energy"," Oil & Gas Operations"," GMXR"," Public (Listed)"," United States"," New York SE"," W.D. Oklahoma"," 11-CV-00520"," Hon. Timo",2011-05-12,2008-07-17,2011-03-11,"Kessler Topaz Meltzer & Check LLP (Pennsylvania)280 King of Prussia Road, Kessler Topaz Meltzer & Check LLP (Pennsylvania), PA 19087610.667.7706 610.667.7706 · info@ktmc.com"," W.D. Oklahoma"," 11-CV-00520"," Hon. Timothy D. DeGiusti",2012-08-17,2009-05-13,2009-10-22,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
4208,NULL," Impac Mortgage Holdings, Inc. 
								  
",Dismissed,2011-05-10,2011-05-25,NULL," Services"," Real Estate Operations"," IMH"," Public (Listed)"," United States"," American SE"," C.D. California"," 11-CV-00717"," Hon. Davi",2011-05-10,2009-05-11,2011-05-10,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4209,NULL," National Title Company 
								  
",Dismissed,2011-05-16,2011-09-22,NULL," Financial"," Misc. Financial Services"," "," Privately Held"," United States"," Privately Traded"," C.D. California"," 11-CV-04175"," Hon. S. J",2011-05-16,2005-01-01,2009-12-31,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
